id,Name,Author,User Rating,Reviews,Price,Year,Genre,gb_categories,gb_avgRating,gb_ratingsCount,gb_publisher,gb_publishedDate,gb_pageCount,gb_language
517,"Unbroken: A World War II Story of Survival, Resilience, and Redemption",Laura Hillenbrand,4.8,29673,13,2014,Non Fiction,Biography & Autobiography,4.0,90.0,Random House,2010-11-16,497.0,en
518,Under the Dome: A Novel,Stephen King,4.3,6740,20,2009,Fiction,Fiction,5.0,1.0,Simon and Schuster,2013-06-11,1039.0,en
519,Unfreedom of the Press,Mark R. Levin,4.9,5956,11,2019,Non Fiction,Political Science,,,Threshold Editions,2020-08-11,272.0,en
520,Unicorn Coloring Book: For Kids Ages 4-8 (US Edition) (Silly Bear Coloring Books),Silly Bear,4.8,6108,4,2019,Non Fiction,,,,,,,
521,"Uninvited: Living Loved When You Feel Less Than, Left Out, and Lonely",Lysa TerKeurst,4.7,4585,9,2016,Non Fiction,Religion,4.0,2.0,Thomas Nelson,2016-08-09,289.0,en
522,Watchmen,Alan Moore,4.8,3829,42,2009,Fiction,Comics & Graphic Novels,4.5,179.0,National Geographic Books,2005,474.0,en
523,Water for Elephants: A Novel,Sara Gruen,4.5,8958,12,2011,Fiction,Fiction,,,Algonquin Books,2006-05-26,0.0,en
524,What Happened,Hillary Rodham Clinton,4.6,5492,18,2017,Non Fiction,Biography & Autobiography,5.0,1.0,Simon and Schuster,2017-09-12,547.0,en
525,What If?: Serious Scientific Answers to Absurd Hypothetical Questions,Randall Munroe,4.7,9292,17,2014,Non Fiction,Humor,5.0,2.0,Hachette UK,2014-09-04,553.0,en
526,What Pet Should I Get? (Classic Seuss),Dr. Seuss,4.7,1873,14,2015,Fiction,Juvenile Fiction,,,Random House Books for Young Readers,2015-07-28,49.0,en
527,What Should Danny Do? (The Power to Choose Series),Adir Levy,4.8,8170,13,2019,Fiction,,,,,,,
528,What to Expect When You're Expecting,Heidi Murkoff,4.4,3341,9,2011,Non Fiction,Family & Relationships,,,Simon and Schuster,2010-02-18,791.0,en
529,"Wheat Belly: Lose the Wheat, Lose the Weight, and Find Your Path Back to Health",William Davis,4.4,7497,6,2012,Non Fiction,Health & Fitness,,,Rodale Books,2019-12-10,467.0,en
530,"Wheat Belly: Lose the Wheat, Lose the Weight, and Find Your Path Back to Health",William Davis,4.4,7497,6,2013,Non Fiction,Health & Fitness,,,Rodale Books,2019-12-10,467.0,en
531,When Breath Becomes Air,Paul Kalanithi,4.8,13779,14,2016,Non Fiction,Biography & Autobiography,4.5,4.0,Random House,2016-01-12,258.0,en
532,Where the Crawdads Sing,Delia Owens,4.8,87841,15,2019,Fiction,Fiction,5.0,1.0,Hachette UK,2018-11-08,301.0,en
533,Where the Wild Things Are,Maurice Sendak,4.8,9967,13,2009,Fiction,Juvenile Fiction,,,HarperCollins Publishers,1963,48.0,en
534,Whose Boat Is This Boat?: Comments That Don't Help in the Aftermath of a Hurricane,The Staff of The Late Show with,4.6,6669,12,2018,Non Fiction,,,,,,,
535,Wild: From Lost to Found on the Pacific Crest Trail,Cheryl Strayed,4.4,17044,18,2012,Non Fiction,Biography & Autobiography,3.5,76.0,Vintage,2012-03-20,337.0,en
536,Winter of the World: Book Two of the Century Trilogy,Ken Follett,4.5,10760,15,2012,Fiction,Fiction,5.0,1.0,Pan Macmillan,2012-09-13,1048.0,en
537,Women Food and God: An Unexpected Path to Almost Everything,Geneen Roth,4.2,1302,11,2010,Non Fiction,"Body, Mind & Spirit",,,Simon and Schuster,2011-09-29,176.0,en
538,Wonder,R. J. Palacio,4.8,21625,9,2013,Fiction,Juvenile Fiction,5.0,1.0,Alfred Knopf,2017,0.0,en
539,Wonder,R. J. Palacio,4.8,21625,9,2014,Fiction,Juvenile Fiction,5.0,1.0,Alfred Knopf,2017,0.0,en
540,Wonder,R. J. Palacio,4.8,21625,9,2015,Fiction,Juvenile Fiction,5.0,1.0,Alfred Knopf,2017,0.0,en
541,Wonder,R. J. Palacio,4.8,21625,9,2016,Fiction,Juvenile Fiction,5.0,1.0,Alfred Knopf,2017,0.0,en
542,Wonder,R. J. Palacio,4.8,21625,9,2017,Fiction,Juvenile Fiction,5.0,1.0,Alfred Knopf,2017,0.0,en
543,Wrecking Ball (Diary of a Wimpy Kid Book 14),Jeff Kinney,4.9,9413,8,2019,Fiction,Juvenile Fiction,4.0,18.0,Abrams,2019-11-05,227.0,en
544,You Are a Badass: How to Stop Doubting Your Greatness and Start Living an Awesome Life,Jen Sincero,4.7,14331,8,2016,Non Fiction,Self-Help,,,Hachette UK,2016-10-13,265.0,en
545,You Are a Badass: How to Stop Doubting Your Greatness and Start Living an Awesome Life,Jen Sincero,4.7,14331,8,2017,Non Fiction,Self-Help,,,Hachette UK,2016-10-13,265.0,en
546,You Are a Badass: How to Stop Doubting Your Greatness and Start Living an Awesome Life,Jen Sincero,4.7,14331,8,2018,Non Fiction,Self-Help,,,Hachette UK,2016-10-13,265.0,en
547,You Are a Badass: How to Stop Doubting Your Greatness and Start Living an Awesome Life,Jen Sincero,4.7,14331,8,2019,Non Fiction,Self-Help,,,Hachette UK,2016-10-13,265.0,en
